Company name,Segment,Printer manufacturer,Printer model,Number of printers,Count type,Process,Material type,Material format,Country,Update year
Creabis,Printing services,Prodways P,,1,Total units,,,,Germany,2022
CREADIL,Printing services,Raise3D,Pro3 Plus,1,Total units,MEX,Polymer,,Germany,2024
CREADIL,Printing services,UltiMaker,FACTOR 4,1,Total units,MEX,Polymer,,Germany,2024
CREADIL,Printing services,UltiMaker,FACTOR 4,1,Units added in year,MEX,Polymer,,New Zealand,2024
cirp,Printing services,3D Systems,,6,Total units,VPP,Polymer,,New Zealand,2023
cirp,Printing services,3D Systems,,1,Units added in year,VPP,Polymer,,Germany,2023
cirp,Printing services,3D Systems,,6,Total units,VPP,Polymer,,Germany,2022
Clone 3D,Printing services,Creatbot,,1,Total units,MEX,Polymer,,New Zealand,2023
Clone 3D,Printing services,Creatbot,,1,Units added in year,MEX,Polymer,,New Zealand,2023
cirp,Printing services,EOS,,8,Total units,PBF-LB,Polymer,,New Zealand,2023
cirp,Printing services,EOS,,8,Total units,PBF,Polymer,,Germany,2022
Clone 3D,Printing services,Iemai,,1,Total units,MEX,,,New Zealand,2023
Clone 3D,Printing services,Iemai,,1,Units added in year,MEX,,,New Zealand,2023
Clone 3D,Printing services,Inspire,,4,Total units,MEX,,,New Zealand,2023
cirp,Printing services,misc SLA/DLP,,3,Total units,,,,Germany,2023
Clone 3D,Printing services,Modix,,2,Total units,MEX,,,Germany,2023
Clone 3D,Printing services,Protofab,,5,Total units,VPP,,,Germany,2023
Clone 3D,Printing services,Protofab,,3,Units added in year,VPP,,,Germany,2023
cirp,Printing services,Stratasys,,4,Total units,MJT,,,Germany,2023
cirp,Printing services,Stratasys,,4,Total units,MJT,,,Germany,2022
cirp,Printing services,Stratasys,,1,Units added in year,MJT,,,Germany,2022
cirp,Printing services,Uniontech,,1,Total units,VPP,,,Italy,2023
cirp,Printing services,Uniontech,,1,Units added in year,VPP,,,Italy,2023
cirp,Printing services,Various FDM,,3,Total units,MEX,,,Italy,2022
cirp,Printing services,Various SLA/DLP,,3,Total units,,,,Belgium,2022
Ci-Esse,Printing services,Colibrium Additive,,6,Total units,PBF-LB,Metal,,United States,2023
Ci-Esse,Printing services,Colibrium Additive,,6,Units added in year,PBF-LB,Metal,,United States,2023
Ci-Esse,Printing services,Velo3D,,1,Total units,PBF-LB,Metal,,United States,2023
Cerhum,Printing services,Prodways,,1,Total units,,,,Italy,2023
Castheon,Printing services,EOS,,7,Units added in year,PBF-LB,Metal,,Italy,2022
Castheon,Printing services,Nikon SLM,,1,Units added in year,PBF,Metal,,The United Kingdom,2022
Castheon,Printing services,Velo3D,,1,Units added in year,PBF-LB,Metal,,The United Kingdom,2022
Caracol,Printing services,CARACOL LFAM,,10,Total units,,,,The United Kingdom,2022
Caracol,Printing services,CARACOL LFAM,,5,Units added in year,,,,The United Kingdom,2022
CA Models,Printing services,3D Systems,,10,Total units,VPP,Polymer,,The United Kingdom,2022
CA Models,Printing services,3D Systems,Figure 4,2,Total units,VPP,Polymer,,The United Kingdom,2022
CA Models,Printing services,Colibrium Additive,Concept Laser,1,Total units,PBF-LB,Metal,,Singapore,2022
CA Models,Printing services,EOS,,2,Total units,PBF,Polymer,,Singapore,2022
CA Models,Printing services,Nikon SLM,,2,Total units,PBF,Metal,,Germany,2022
CA Models,Printing services,Stratasys,,1,Total units,MEX,,,Germany,2022
Bralco Advanced Materials,Printing services,Creality,,6,Total units,MEX,Polymer,,Germany,2024
Bralco Advanced Materials,Printing services,Creality,,2,Units added in year,MEX,Polymer,,Germany,2024
Blue Production,Printing services,EOS,P396,2,Total units,PBF-LB,Polymer,,Germany,2024
Blue Production,Printing services,EOS,M290,1,Total units,PBF-LB,Metal,,United States,2024
Blue Production,Printing services,EOS,P110,1,Total units,PBF-LB,Polymer,,United States,2024
Blue Production,Printing services,EOS,P110 Velocis,1,Total units,PBF-LB,Polymer,,United States,2024
Blue Production,Printing services,EOS,P770,1,Total units,PBF-LB,Polymer,,United States,2024
Bermark Design,Printing services,Plempire,,1,Total units,,,,New Zealand,2022
Bermark Design,Printing services,Plempire,,1,Units added in year,,,,New Zealand,2022
Bermark Design,Printing services,Plempire PL2000,,1,Total units,,,,Canada,2023
Bermark Design,Printing services,Plempire PL2000,,1,Units added in year,,,,Canada,2023
BDL 3D,Printing services,HP,,2,Total units,BJT,,,Canada,2023
BDL 3D,Printing services,HP,,1,Units added in year,BJT,,,Canada,2023
Axolotl Biosciences,Printing services,Allevi,One,1,Total units,MEX,Biomaterial,,Canada,2024
Axolotl Biosciences,Printing services,Allevi,One,1,Units added in year,MEX,Biomaterial,,Canada,2024
Axolotl Biosciences,Printing services,Aspect Biosystem,RX1,1,Total units,MEX,Biomaterial,,Canada,2024
Axolotl Biosciences,Printing services,Aspect Biosystem,RX1,1,Units added in year,MEX,Biomaterial,,Canada,2024
Axolotl Biosciences,Printing services,Cellink,BioX,1,Total units,MEX,Biomaterial,,Canada,2024
Axolotl Biosciences,Printing services,Cellink,Inkredible,1,Total units,MEX,Biomaterial,,Canada,2024
Axolotl Biosciences,Printing services,Cellink,LumenX,1,Total units,VPP,Biomaterial,,United States,2024
Axolotl Biosciences,Printing services,Cellink,BioX,1,Units added in year,MEX,Biomaterial,,United States,2024
Axolotl Biosciences,Printing services,Cellink,Inkredible,1,Units added in year,MEX,Biomaterial,,Germany,2024
Axolotl Biosciences,Printing services,Cellink,LumenX,1,Units added in year,VPP,Biomaterial,,The United Kingdom,2024
Autodesk,Printing services,Bambu Lab,various,50,Total units,MEX,Polymer,,The United Kingdom,2024
Autodesk,Printing services,Formlabs,Form 3/4,30,Total units,VPP,Polymer,,Germany,2024
Aristo-Cast,Printing services,3D Systems,,4,Total units,PBF,Polymer,,The United Kingdom,2023
ARRK Europe,Printing services,3D Systems,,8,Total units,PBF,Polymer,,The United Kingdom,2023
ARRK Europe,Printing services,3D Systems,,8,Total units,VPP,Polymer,,Israel,2023
Aristo-Cast,Printing services,3D Systems,,4,Total units,PBF,Polymer,,Israel,2022
ARRK Europe,Printing services,3D Systems,,8,Total units,PBF,Polymer,,United States,2022
ARRK Europe,Printing services,3D Systems,,10,Total units,VPP,Polymer,,United States,2022
Aran,Printing services,Asiga,,1,Total units,,,,The United Kingdom,2023
Aran,Printing services,Asiga,,1,Total units,,,,The United Kingdom,2022
Autodesk,Printing services,Markforged,several,5,Total units,MEX,Polymer,,The United Kingdom,2024
Autodesk,Printing services,UltiMaker,several,5,Total units,MEX,Polymer,,The United Kingdom,2024
ARRK Europe,Printing services,3D Systems,SLA7000,4,Total units,VPP,Polymer,,Germany,2024
ARRK Europe,Printing services,3D Systems,SLS Vanguard HS,4,Total units,PBF-LB,Metal,,The United Kingdom,2024
ARRK Europe,Printing services,3D Systems,SLA5000,3,Total units,VPP,Polymer,,The United Kingdom,2024
ARRK Europe,Printing services,3D Systems,SLS sPro60,3,Total units,PBF-LB,Metal,,The United Kingdom,2024
Aristo-Cast,Printing services,Bison,,1,Total units,,,,Germany,2022
ARRK Europe,Printing services,3D Systems,SLA3500,2,Total units,VPP,Polymer,,United States,2024
ARRK Europe,Printing services,DLP,,1,Total units,VPP,Polymer,,The United Kingdom,2023
ARRK Europe,Printing services,DLP,,1,Units added in year,VPP,Polymer,,The United Kingdom,2023
APWorks,Printing services,EOS,M400-4,2,Total units,PBF-LB,Metal,,Israel,2024
Autodesk,Printing services,Formlabs,Fuse,2,Total units,PBF-LB,Polymer,,Israel,2024
ARRK Europe,Printing services,3D Systems,iPro 8000,1,Total units,VPP,Polymer,,Israel,2024
ARRK Europe,Printing services,3D Systems,SLS sPro140,1,Total units,PBF-LB,Metal,,Israel,2024
Aran,Printing services,EOS,,5,Total units,PBF-LB,Polymer,,Germany,2023
Aran,Printing services,EOS,,1,Units added in year,PBF-LB,Polymer,,Germany,2023
Aran,Printing services,EOS,,5,Total units,PBF,Polymer,,The United Kingdom,2022
Aran,Printing services,EOS,,1,Units added in year,PBF,Polymer,,The United Kingdom,2022
APWorks,Printing services,Additive Industries,MetalFAB1,1,Total units,PBF-LB,Metal,,The United Kingdom,2024
APWorks,Printing services,EOS,M290,1,Total units,PBF-LB,Metal,,The United Kingdom,2024
ARRK Europe,Printing services,Markforged,,1,Total units,MEX,,,United States,2023
ARRK Europe,Printing services,Markforged,,1,Units added in year,MEX,,,Germany,2023
ARRK Europe,Printing services,Markforged,,1,Total units,MEX,,,Germany,2022
ARRK Europe,Printing services,Markforged,,1,Units added in year,MEX,,,Israel,2022
Autodesk,Printing services,EOS,P100,1,Total units,PBF-LB,Polymer,,Germany,2024
Aristo-Cast,Printing services,Nano Dimension,Admaflex 300,2,Total units,VPP,,,Germany,2023
Aristo-Cast,Printing services,Nano Dimension,Admaflex 300,2,Total units,VPP,,,The United Kingdom,2022
Aran,Printing services,NANO FBRICA,,1,Total units,,,,The United Kingdom,2022
APWorks,Printing services,Farsoon,FS422M-4,1,Total units,PBF-LB,Metal,,The United Kingdom,2024
APWorks,Printing services,Farsoon,FS422M-4,1,Units added in year,PBF-LB,Metal,,United States,2024
ARRK Europe,Printing services,Markforged,Mark Two,1,Total units,MEX,Polymer,,The United Kingdom,2024
ARRK Europe,Printing services,Rapid Shape FDM,,1,Total units,,,,United States,2022
ARRK Europe,Printing services,Rapid Shape FDM,,1,Units added in year,,,,United States,2022
Autodesk,Printing services,One Click Metal,MPRINT,1,Total units,PBF-LB,Metal,,Germany,2024
ARRK Europe,Printing services,Rapidshapes,i50,1,Total units,VPP,Polymer,,Germany,2024
Autodesk,Printing services,Renishaw,RenAM500Q,1,Total units,PBF-LB,Metal,,Germany,2024
Autodesk,Printing services,Stratasys,F370,1,Total units,MEX,Polymer,,Germany,2024
Aristo-Cast,Printing services,Stratasys,,1,Total units,MEX,,,Belgium,2023
Aristo-Cast,Printing services,Stratasys,,1,Total units,MEX,,,Belgium,2022
Aristo-Cast,Printing services,Voxeljet,,1,Total units,BJT,,,Belgium,2023
Aristo-Cast,Printing services,Voxeljet,,1,Total units,BJT,,,Belgium,2022
AnyShape,Printing services,EOS,M290,3,Total units,PBF-LB,Metal,,Belgium,2024
AnyShape,Printing services,EOS,P396,2,Total units,PBF-LB,Polymer,,Belgium,2024
AnyShape,Printing services,EOS,,4,Total units,PBF-LB,Metal,,Belgium,2023
AnyShape,Printing services,EOS,,2,Total units,PBF-LB,Polymer,,Belgium,2023
AnyShape,Printing services,EOS,,2,Units added in year,PBF-LB,Metal,,Belgium,2022
AnyShape,Printing services,EOS,M400-4,1,Total units,PBF-LB,Metal,,Germany,2024
AnyShape,Printing services,Markforged,Mark Two,1,Total units,MEX,Polymer,,Finland,2024
AnyShape,Printing services,Stratasys,450mc,1,Total units,MEX,Polymer,,Finland,2024
AnyShape,Printing services,Stratasys,,1,Total units,MEX,,,Finland,2023
Alumina Systems,Printing services,3D Ceram,,1,Total units,,,,Finland,2022
Ambrace,Printing services,3D Systems,,6,Total units,BJT,,,Greece,2023
Ambrace,Printing services,3D Systems,,1,Units added in year,BJT,,,Finland,2023
Ambrace,Printing services,3D Systems,,1,Total units,MJT,Polymer,,Australia,2023
Ambrace,Printing services,3D Systems,,8,Total units,VPP,Polymer,,Australia,2023
ANiMA,Printing services,3D Systems,,1,Total units,VPP,Polymer,,Australia,2023
Ambrace,Printing services,3D Systems,,2,Units added in year,VPP,Polymer,,Australia,2023
AML3D,Printing services,AML3D,Arcemy X,6,Total units,DED-arc,Metal,,Sweden,2024
AML3D,Printing services,AML3D Arcemy (GMA-DED),,9,Total units,,,,Greece,2023
AML3D,Printing services,Arcemy,,8,Total units,DED,Metal,,Australia,2022
AML3D,Printing services,Arcemy,,1,Units added in year,DED,Metal,,Sweden,2022
AMEXCI ,Printing services,AMCM,M290,2,Total units,PBF-LB,Metal,,Sweden,2024
ANiMA,Printing services,Creatbot,,1,Total units,MEX,Polymer,,Sweden,2022
AML3D,Printing services,AML3D,Arcemy X,2,Units added in year,DED-arc,Metal,,Greece,2024
AMEXCI ,Printing services,EOS ,M290,2,Total units,PBF-LB,Metal,,Germany,2024
AMEXCI ,Printing services,Nikon SLM,SLM 500,2,Total units,PBF-LB,Metal,,Germany,2024
AMEXCI ,Printing services,Nikon SLM,SLM 500,2,Total units,PBF-LB,Metal,,Germany,2024
ANiMA,Printing services,ZRapid,iSLM160,2,Total units,PBF-LB,Metal,,Germany,2024
AM-Rauch,Printing services,EOS,,2,Total units,PBF-LB,Polymer,,Germany,2023
AM-Rauch,Printing services,EOS,,2,Total units,PBF,Polymer,,Greece,2022
AM-Rauch,Printing services,Farsoon,,2,Total units,PBF-LB,,,Greece,2023
AM-Rauch,Printing services,Farsoon,,2,Total units,,,,Finland,2022
AM-Rauch,Printing services,Farsoon,,1,Units added in year,,,,Germany,2022
ANiMA,Printing services,Flashforge,,1,Units added in year,MEX,,,Germany,2022
ANiMA,Printing services,Flashforge (fused deposition modelling),,1,Total units,MEX,,,Finland,2022
Ambrace,Printing services,HP,,1,Total units,BJT,,,Greece,2023
Alumina Systems,Printing services,Lithoz,,2,Total units,,,,Sweden,2022
Alumina Systems,Printing services,Lithoz,,1,Units added in year,,,,Finland,2022
Ambrace,Printing services,Markforged,,1,Total units,MEX,,,Greece,2023
ANiMA,Printing services,Nexa3D,,1,Total units,PBF,Polymer,,Greece,2023
AMEXCI ,Printing services,Nikon SLM,NXG XII 600,1,Total units,PBF-LB,Metal,,Greece,2024
Ambrace,Printing services,"Robots, large scale (big rep)",,20,Total units,,,,Greece,2023
ANiMA,Printing services,Various FFF,,10,Total units,MEX,,,Greece,2023
ANiMA,Printing services,Various FFF,,3,Units added in year,MEX,,,Greece,2023
ANiMA,Printing services,XYZ,,1,Total units,PBF,Polymer,,Greece,2022
ANiMA,Printing services,ZRapid,iSLA660,1,Total units,VPP,Polymer,,Greece,2024
ANiMA,Printing services,ZRapid,iSLM280,1,Total units,PBF-LB,Metal,,Greece,2024
ANiMA,Printing services,ZRapid,iSLA660,1,Units added in year,VPP,Polymer,,Greece,2024
ANiMA,Printing services,ZRapid,iSLM160,1,Units added in year,PBF-LB,Metal,,Greece,2024
ANiMA,Printing services,ZRapid,iSLM280,1,Units added in year,PBF-LB,Metal,,Greece,2024
ANiMA,Printing services,ZRapid,,2,Total units,PBF-LB,Metal,,Greece,2023
ANiMA,Printing services,ZRapid,,1,Units added in year,PBF-LB,Metal,,Sweden,2023
ANiMA,Printing services,ZRapid,,1,Total units,VPP,,,United States,2023
ANiMA,Printing services,ZRapid,,1,Units added in year,VPP,,,United States,2023
ANiMA,Printing services,ZRapid,,1,Total units,PBF-LB,Metal,,United States,2022
AMEXCI ,Printing services,AMCM,M290-2,,Total units,,,,United States,2024
ADDMAN Group,Printing services,3D Systems,,2,Total units,PBF,Metal,,United States,2023
ADDMAN Group,Printing services,3D Systems,,3,Total units,VPP,Polymer,,United States,2023
ADDMAN Group,Printing services,3D Systems,,1,Units added in year,PBF,Metal,,United States,2022
ADDMAN Group,Printing services,Carbon,,4,Total units,VPP,,,United States,2023
ADDMAN Group,Printing services,Carbon,,1,Units added in year,VPP,,,United States,2022
ADDMAN Group,Printing services,Colibrium Additive,,3,Total units,PBF-LB,Metal,,United States,2023
ADDMAN Group,Printing services,EOS,,8,Total units,PBF-LB,Metal,,United States,2023
ADDMAN Group,Printing services,EOS,,1,Units added in year,PBF-LB,Metal,,The United Kingdom,2023
ADDMAN Group,Printing services,EOS,,3,Units added in year,PBF-LB,Metal,,The United Kingdom,2022
ADDMAN Group,Printing services,Formlabs,,2,Total units,VPP,Polymer,,United States,2023
ADDMAN Group,Printing services,Formlabs,,2,Units added in year,VPP,Polymer,,United States,2023
Additure,Printing services,Gefertec,Arc 405,1,Total units,DED,Metal,,The United Kingdom,2022
Additure,Printing services,Gefertec,Arc 405,1,Units added in year,DED,Metal,,United States,2022
ADDMAN Group,Printing services,HP,,4,Total units,BJT,,,The United Kingdom,2023
ADDMAN Group,Printing services,HP,,1,Units added in year,BJT,,,United States,2023
Additure,Printing services,Nikon SLM,,2,Total units,PBF-LB,Metal,,The United Kingdom,2023
ADDMAN Group,Printing services,Nikon SLM,,1,Total units,PBF-LB,Metal,,The United Kingdom,2023
Additure,Printing services,Nikon SLM,,1,Units added in year,PBF-LB,Metal,,United States,2023
ADDMAN Group,Printing services,Nikon SLM,,1,Units added in year,PBF-LB,Metal,,United States,2023
Additure,Printing services,Nikon SLM,,2,Total units,PBF,Metal,,United States,2022
Additure,Printing services,Nikon SLM,,2,Units added in year,PBF,Metal,,United States,2022
ADDMAN Group,Printing services,Stratasys,,6,Total units,MEX,,,United States,2023
ADDMAN Group,Printing services,Stratasys,,3,Total units,MJT,,,United States,2023
ADDMAN Group,Printing services,Stratasys,,1,Units added in year,MJT,,,Germany,2022
ADDMAN Group,Printing services,Stratasys,,1,Units added in year,MEX,,,Germany,2022
ADDMAN Group,Printing services,Velo3D,,2,Units added in year,PBF-LB,Metal,,Germany,2023
ADDMAN Group,Printing services,Velo3D,,1,Units added in year,PBF-LB,Metal,,Germany,2022
Aconity3D GmbH,Printing services,Aconity3D,MICRO,1,Total units,PBF-LB,Metal,,Germany,2024
Aconity3D GmbH,Printing services,Aconity3D,WIRE,1,Total units,DED-LB,Metal,,Germany,2024
Aconity3D GmbH,Printing services,Aconity3D,X,1,Total units,PBF-LB,Metal,,Germany,2024
Aconity3D GmbH,Printing services,Aconity3D,MICRO,1,Units added in year,PBF-LB,Metal,,Germany,2024
Aconity3D GmbH,Printing services,Aconity3D,MIDI,1,Units added in year,PBF-LB,Metal,,Germany,2024
Aconity3D GmbH,Printing services,Aconity3D,MIDI+,1,Units added in year,PBF-LB,Metal,,Germany,2024
Aconity3D GmbH,Printing services,Aconity3D,MINI,1,Units added in year,PBF-LB,Metal,,Germany,2024
Aconity3D GmbH,Printing services,Aconity3D,ONE,1,Units added in year,PBF-LB,Metal,,Germany,2024
Aconity3D GmbH,Printing services,Aconity3D,TWO,1,Units added in year,PBF-LB,Metal,,The United Kingdom,2024
Aconity3D GmbH,Printing services,Aconity3D,WIRE,1,Units added in year,DED-LB,Metal,,The United Kingdom,2024
Aconity3D GmbH,Printing services,Aconity3D,X,1,Units added in year,PBF-LB,Metal,,Germany,2024
3Faktur GmbH,Printing services,HP,MJF,4,Total units,PBF-IR,Polymer,,Germany,2024
4C Engineering,Printing services,Flashforge Waxjet,,3,Total units,MEX,,,Germany,2022
4C Engineering,Printing services,Flashforge Waxjet,,2,Units added in year,MEX,,,The United Kingdom,2022
3Faktur GmbH,Printing services,HP,,4,Total units,BJT,,,The United Kingdom,2023
3Faktur GmbH,Printing services,HP,,1,Units added in year,BJT,,,Italy,2023
3Faktur GmbH,Printing services,HP ,MJF,4,Total units,BJT,Polymer,,Italy,2022
4C Engineering,Printing services,Waxjet 400,,4,Total units,,,,Italy,2023
4C Engineering,Printing services,Waxjet 400,,2,Units added in year,,,,Italy,2023
3DnA Srl,Printing services,3D Systems,,2,Total units,VPP,Polymer,,Italy,2023
3DnA Srl,Printing services,3D Systems,,2,Total units,MJT,Polymer,,Italy,2022
3DnA Srl,Printing services,Bambu Lab,various,4,Total units,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,Anycubic,various,3,Total units,VPP,Polymer,,Italy,2024
3DnA Srl,Printing services,Sharebot,guider 3,3,Total units,PBF-LB,Polymer,,Italy,2024
3DnA Srl,Printing services,Dedem,,1,Total units,,,,Italy,2022
3DnA Srl,Printing services,Dedem,,1,Units added in year,,,,Italy,2022
3DnA Srl,Printing services,Bambu Lab,various,2,Units added in year,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,DWS,,1,Total units,VPP,Polymer,,Italy,2022
3DnA Srl,Printing services,Sharebot,HS,2,Total units,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,Stratasys,F900,2,Total units,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,CARACOL,heron300,1,Total units,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,HP,,2,Total units,BJT,,,Italy,2023
3DnA Srl,Printing services,HP,MJF,2,Total units,BJT,Polymer,,Italy,2022
3DnA Srl,Printing services,HP ,MJF,1,Units added in year,BJT,Polymer,,Italy,2022
3DnA Srl,Printing services,DWS,,1,Total units,VPP,Polymer,,Italy,2024
3DnA Srl,Printing services,Markforged,,2,Total units,MEX,,,Italy,2023
3DnA Srl,Printing services,Markforged,,2,Total units,MEX,,,Italy,2022
3DnA Srl,Printing services,Markforged,,1,Units added in year,MEX,,,Italy,2022
3DnA Srl,Printing services,Stratasys,,1,Total units,MJT,,,Italy,2023
3DnA Srl,Printing services,Stratasys,,1,Units added in year,MJT,,,Italy,2023
3DnA Srl,Printing services,Stratasys,,1,Total units,MJT,,,Italy,2022
3DnA Srl,Printing services,HP,MJF 4210,1,Total units,PBF-IR,Polymer,,Italy,2024
3DnA Srl,Printing services,HP,MJF 5210,1,Total units,PBF-IR,Polymer,,Italy,2024
3DnA Srl,Printing services,Nikon SLM,,3,Total units,PBF-LB,Metal,,Italy,2023
3DnA Srl,Printing services,Nikon SLM,,1,Units added in year,PBF-LB,Metal,,Italy,2023
3DnA Srl,Printing services,Nikon SLM,,2,Total units,PBF,Metal,,Italy,2022
3DnA Srl,Printing services,Nikon SLM,,1,Units added in year,PBF,Metal,,Italy,2022
3DnA Srl,Printing services,Photcentric ,,1,Total units,,,,Italy,2022
3DnA Srl,Printing services,Nikon SLM,SLM 280,1,Total units,PBF-LB,Metal,,Italy,2024
3DnA Srl,Printing services,Renishaw,,1,Total units,PBF-LB,Metal,,Italy,2023
3DnA Srl,Printing services,Renishaw,,1,Total units,PBF,Metal,,Italy,2022
3DnA Srl,Printing services,Nikon SLM,SLM 500,1,Total units,PBF-LB,Metal,,Italy,2024
3DnA Srl,Printing services,Nikon SLM,SLM 800,1,Total units,PBF-LB,Metal,,Italy,2024
3DnA Srl,Printing services,Sharebot,,8,Total units,,,,Italy,2023
3DnA Srl,Printing services,Sharebot,,4,Units added in year,,,,Italy,2023
3DnA Srl,Printing services,Sharebot,,4,Total units,,,,Italy,2022
3DnA Srl,Printing services,Sharebot,,2,Units added in year,,,,Italy,2022
3DnA Srl,Printing services,Nikon SLM,SLM 280,1,Units added in year,PBF-LB,Metal,,Italy,2024
3DnA Srl,Printing services,Photocentric,Magna,1,Total units,VPP,Polymer,,Italy,2024
3DnA Srl,Printing services,Renishaw,am400,1,Total units,PBF-LB,Metal,,Italy,2024
3DnA Srl,Printing services,Renishaw,am400,1,Units added in year,PBF-LB,Metal,,Italy,2024
3DnA Srl,Printing services,Sharebot,grizzly,1,Total units,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,Sharebot,Ultra,1,Total units,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,sharebot,HS,1,Units added in year,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,sharebot,Ultra,1,Units added in year,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,Stratasys,450mc,1,Total units,MEX,Polymer,,Italy,2024
3DnA Srl,Printing services,Stratasys,,3,Total units,MEX,,,Italy,2023
3DnA Srl,Printing services,Stratasys,,1,Units added in year,MEX,,,Italy,2023
3DnA Srl,Printing services,Stratasys,,1,Units added in year,MJT,,,Italy,2022
3DnA Srl,Printing services,Stratasys,j55,1,Total units,MJT,Polymer,,Italy,2024
3DnA Srl,Printing services,Stratasys,,3,Total units,MEX,,,Germany,2022
3DnA Srl,Printing services,Stratasys,,1,Units added in year,MEX,,,Saudi Arabia,2022
3DnA Srl,Printing services,Stratasys,F900,1,Units added in year,MEX,Polymer,,Germany,2024
3DnA Srl,Printing services,wasp,,1,Total units,,,,Saudi Arabia,2024
3D Bavaria,Printing services,Raise3D,Pro2,28,Total units,MEX,Polymer,,Saudi Arabia,2024
3Dit,Printing services,3D Systems,,1,Total units,BJT,,,Saudi Arabia,2023
3D LABS,Printing services,3D Systems,,9,Total units,MJT,Polymer,,The Czech Republic,2023
3Dit,Printing services,3D Systems,,2,Total units,MJT,Polymer,,The Czech Republic,2023
3Dit,Printing services,3D Systems,,1,Total units,BJT,,,Germany,2022
3Dit,Printing services,3D Systems,,2,Total units,MJT,Polymer,,Germany,2022
3Dees Industries,Printing services,HP,MJF 5200,5,Total units,PBF-IR,Polymer,,Germany,2024
3Dees Industries,Printing services,HP,MJF 5200,5,Total units,PBF-IR,Polymer,,Germany,2024
3D Bavaria,Printing services,Bambu Lab,X,4,Total units,MEX,Polymer,,The Czech Republic,2024
3D Bavaria,Printing services,Bambu Lab,X,4,Units added in year,MEX,Polymer,,The Czech Republic,2024
3D Bavaria,Printing services,EOS,P395,2,Total units,PBF-LB,Polymer,,Saudi Arabia,2024
3D Bavaria,Printing services,HP,MJF 5210,2,Total units,PBF-IR,Polymer,,Saudi Arabia,2024
3Dees Industries,Printing services,HP,MJF 5200,2,Units added in year,PBF-IR,Polymer,,Germany,2024
3Dees Industries,Printing services,HP,MJF 5200,2,Units added in year,PBF-IR,Polymer,,Germany,2024
3Dit,Printing services,FDM,,14,Total units,MEX,,,Germany,2022
3Dit,Printing services,FDM,,3,Units added in year,MEX,,,Germany,2022
3D LABS,Printing services,HP,,2,Total units,BJT,,,The Czech Republic,2023
3D Bavaria,Printing services,EOS,P396,1,Total units,PBF-LB,Polymer,,The Czech Republic,2024
3D Bavaria,Printing services,EOS,P396,1,Units added in year,PBF-LB,Polymer,,The Czech Republic,2024
3D Bavaria,Printing services,Farsoon,SS403P,1,Total units,PBF-LB,Polymer,,The Czech Republic,2024
3Dees Industries,Printing services,Formlabs,Form 3L,1,Total units,VPP,Polymer,,Saudi Arabia,2024
3Dees Industries,Printing services,Formlabs,Form 3L,1,Total units,VPP,Polymer,,Saudi Arabia,2024
3Dees Industries,Printing services,Formlabs,Form 3L,1,Units added in year,VPP,Polymer,,Germany,2024
3Dees Industries,Printing services,Formlabs,Form 3L,1,Units added in year,VPP,Polymer,,The Czech Republic,2024
3Dit,Printing services,Other,,14,Total units,,,,The Czech Republic,2023
3Dit,Printing services,Other,,2,Units added in year,,,,The Czech Republic,2023
3D LABS,Printing services,Prodways,,2,Total units,,,,The Czech Republic,2023
3Dees Industries,Printing services,Stratasys,450mc,1,Total units,MEX,Polymer,,The Czech Republic,2024
3Dees Industries,Printing services,Stratasys,450mc,1,Units added in year,MEX,Polymer,,The Czech Republic,2024
3Dees Industries,Printing services,Xact Metal,XM200G,1,Total units,PBF-LB,Metal,,India,2024
3Dees Industries,Printing services,Xact Metal,XM200G,1,Total units,PBF-LB,Metal,,India,2024
3Dees Industries,Printing services,Xact Metal,XM200G,1,Units added in year,PBF-LB,Metal,,India,2024
3Dees Industries,Printing services,Xact Metal,XM200G,1,Units added in year,PBF-LB,Metal,,India,2024
3DPD (3D Product Development Pvt. Ltd.),Printing services,3D Systems,,3,Total units,VPP,Polymer,,India,2023
3DPD (3D Product Development Pvt. Ltd.),Printing services,3D Systems,,4,Total units,VPP,Polymer,,India,2022
3DPD (3D Product Development Pvt. Ltd.),Printing services,Chinese,SLA,7,Total units,VPP,Polymer,,India,2024
3DPD (3D Product Development Pvt. Ltd.),Printing services,Chinese,SLA,3,Units added in year,VPP,Polymer,,India,2024
3DPD (3D Product Development Pvt. Ltd.),Printing services,Nikon SLM,SLM 280,3,Total units,PBF-LB,Metal,,India,2024
3DPD (3D Product Development Pvt. Ltd.),Printing services,3D Systems,DLP,2,Total units,VPP,Polymer,,India,2024
3DPD (3D Product Development Pvt. Ltd.),Printing services,EOS,SLS-P,2,Total units,PBF-LB,Polymer,,India,2024
3DPD (3D Product Development Pvt. Ltd.),Printing services,3D Gence,FDM,1,Total units,MEX,Polymer,,India,2024
3DPD (3D Product Development Pvt. Ltd.),Printing services,3D Gence,FDM,1,Units added in year,MEX,Polymer,,India,2024
